Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,1.0044642686843872,0.9079241156578064,0.9363839030265808,0.9994419813156128,535796800.0,0.8621695041656494
2000-01-04,0.9877232313156128,0.9034598469734192,0.9665178656578064,0.9151785969734192,512377600.0,0.7894794344902039
2000-01-05,0.9871651530265808,0.9196428656578064,0.9263392686843872,0.9285714030265808,778321600.0,0.8010329604148865
2000-01-06,0.9553571343421936,0.8482142686843872,0.9475446343421936,0.8482142686843872,767972800.0,0.7317127585411072
2000-01-07,0.9017857313156128,0.8526785969734192,0.8616071343421936,0.8883928656578064,460734400.0,0.7663729786872864
2000-01-10,0.9129464030265808,0.8459821343421936,0.9107142686843872,0.8727678656578064,505064000.0,0.7528939247131348
2000-01-11,0.8872767686843872,0.8080357313156128,0.8565848469734192,0.828125,441548800.0,0.7143826484680176
2000-01-12,0.8526785969734192,0.7723214030265808,0.8482142686843872,0.7784598469734192,976068800.0,0.6715390682220459
2000-01-13,0.8816964030265808,0.8258928656578064,0.8436104655265808,0.8638392686843872,1032684800.0,0.7451919317245483
2000-01-14,0.9129464030265808,0.8872767686843872,0.8928571343421936,0.8967633843421936,390376000.0,0.7735937237739563
2000-01-18,0.9464285969734192,0.8967633843421936,0.9017857313156128,0.9280133843421936,459177600.0,0.8005515933036804
2000-01-19,0.9709821343421936,0.9229910969734192,0.9430803656578064,0.9514508843421936,597643200.0,0.8207699656486511
2000-01-20,1.0848214626312256,1.0133928060531616,1.03125,1.0133928060531616,1831132800.0,0.874204158782959
2000-01-21,1.0200892686843872,0.9838169813156128,1.0200892686843872,0.9938616156578064,495924800.0,0.8573555946350098
2000-01-24,1.0066964626312256,0.9386160969734192,0.9681919813156128,0.9486607313156128,440876800.0,0.8183630704879761
2000-01-25,1.0100446939468384,0.9140625,0.9375,1.0022321939468384,497145600.0,0.864576518535614
2000-01-26,1.01953125,0.9799107313156128,0.9821428656578064,0.9838169813156128,367158400.0,0.8486906290054321
2000-01-27,1.0089285373687744,0.9553571343421936,0.9715401530265808,0.9821428656578064,340144000.0,0.847246527671814
2000-01-28,0.9899553656578064,0.8984375,0.9659598469734192,0.9073660969734192,423348800.0,0.7827403545379639
2000-01-31,0.9274553656578064,0.84375,0.9017857313156128,0.9263392686843872,701680000.0,0.7991074323654175
2000-02-01,0.9375,0.8928571343421936,0.9285714030265808,0.8950892686843872,318035200.0,0.7721494436264038
2000-02-02,0.9118303656578064,0.8660714030265808,0.8995535969734192,0.8822544813156128,464195200.0,0.7610778212547302
2000-02-03,0.9308035969734192,0.8950892686843872,0.8956473469734192,0.9224330186843872,475193600.0,0.7957377433776855
2000-02-04,0.9821428656578064,0.9252232313156128,0.9280133843421936,0.9642857313156128,425320000.0,0.8318419456481934
